==11544== NVPROF is profiling process 11544, command: ./inverse_bench tests/simpleMean/large_5_64_64.mats
==11544== Profiling application: ./inverse_bench tests/simpleMean/large_5_64_64.mats
==11544== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream          ID   Parent ID         Parent Block  Name
697.15ms  13.696us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -131          16              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
697.21ms  6.8800us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -132          16              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
697.24ms  8.2890us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -133          16              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
697.26ms  42.113us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0        -134          16              (0 0 0)  transform_matrix(float*, float*, int, int)
697.31ms  9.1200us             (38 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -135          16              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
697.32ms  12.224us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -136          16              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
697.38ms  6.7520us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -137          16              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
697.40ms  8.3530us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -138          16              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
697.43ms  43.905us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0        -139          16              (0 0 0)  transform_matrix(float*, float*, int, int)
697.48ms  9.1520us             (37 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -140          16              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
697.49ms  13.760us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -141          16              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
697.55ms  8.4480us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -142          16              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
697.57ms  6.8160us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -143          16              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
697.60ms  42.081us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0        -144          16              (0 0 0)  transform_matrix(float*, float*, int, int)
697.65ms  9.1200us             (36 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -145          16              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
697.66ms  12.288us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -146          16              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
697.72ms  6.8160us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -147          16              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
697.74ms  8.2560us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -148          16              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
697.77ms  43.296us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0        -149          16              (0 0 0)  transform_matrix(float*, float*, int, int)
697.82ms  9.0880us             (35 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -150          16              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
697.83ms  13.632us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -151          16              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
697.89ms  6.7520us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -152          16              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
697.91ms  8.3520us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -153          16              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
697.94ms  42.624us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0        -154          16              (0 0 0)  transform_matrix(float*, float*, int, int)
697.99ms  9.0240us             (34 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -155          16              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
698.00ms  12.224us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -156          16              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
698.06ms  8.3840us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -157          16              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
698.08ms  6.9120us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -158          16              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
698.11ms  44.192us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0        -159          16              (0 0 0)  transform_matrix(float*, float*, int, int)
698.16ms  9.1210us             (33 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -160          16              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
698.17ms  13.792us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -161          16              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
698.23ms  6.9120us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -162          16              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
698.25ms  8.2560us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -163          16              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
698.28ms  42.464us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0        -164          16              (0 0 0)  transform_matrix(float*, float*, int, int)
698.33ms  9.0250us             (32 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -165          16              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
698.34ms  12.128us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -166          16              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
698.40ms  8.3520us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -167          16              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
